"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0039021","GO:0039021","pronephric glomerulus development","6/4298","30/17744",0.2,0.825686365751512,-0.540236400542987,0.769198852331601,1,0.866977271519424,"apol1/mafba/magi2a/ponzr1/vcana/lmx1ba",6
"GO:0043627","GO:0043627","response to estrogen","6/4298","30/17744",0.2,0.825686365751512,-0.540236400542987,0.769198852331601,1,0.866977271519424,"hdlbpa/ssr4/pah/adgrl3.1/zgc:92744/ssr1",6
"GO:0050868","GO:0050868","negative regulation of T cell activation","6/4298","30/17744",0.2,0.825686365751512,-0.540236400542987,0.769198852331601,1,0.866977271519424,"zgc:153911/cd276/lgals9l3/zgc:153759/zgc:153631/si:dkey-192g7.3",6
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","6/4298","30/17744",0.2,0.825686365751512,-0.540236400542987,0.769198852331601,1,0.866977271519424,"zgc:153911/cd276/lgals9l3/zgc:153759/zgc:153631/si:dkey-192g7.3",6
"GO:0006493","GO:0006493","protein O-linked glycosylation","11/4298","53/17744",0.207547169811321,0.856844341817607,-0.59009296896385,0.769744404780468,1,0.866977271519424,"large1/pomgnt2/poc1bl/large2/b3gnt5a/eogt/b3gnt7l/dpm1/galnt1/tmtc3/galnt11",11
"GO:0009628","GO:0009628","response to abiotic stimulus","85/4298","374/17744",0.227272727272727,0.938279961081264,-0.682043793893728,0.769893853496367,1,0.866977271519424,"mapk14a/hspb9l/mmp14a/dnmt3aa/mta1/pcdh15b/hsf1/dnaja2b/sirt2/atf6/gclc/pkd2/ca2/ints3/npc1/sf3b4/col1a2/ap1b1/arnt/dtl/hsp90aa1.2/nrp1b/inip/tph1a/ush2a/lhx2b/trpa1b/cox4i1/hif1ab/tp53/tph1b/nfatc1/lamc1/ddit4/aurkb/dhdds/smpd2a/fundc1/bmal2/bhlhe41/hsbp1b/dlx5a/ucp2/loxl2a/myo6a/loxl2b/sumo1/cops9/crtc3/stx4/crip1/badb/lhfpl5b/lsm7/bglap/ipo13b/fam162a/perp/atp5if1a/atp5meb/atp6v0d1/hsbp1a/get1/wfs1b/chd7/tet1/trnt1/il7r/tmem132e/si:dkey-9i23.15/tefb/tnfrsf11b/hmgb1a/igfbp1a/pim1/lamb1a/atp6v0e1/nrp1a/lama1/hspa5/ppiab/si:dkey-74k8.3/hikeshi/ciao2a/eng",85
"GO:0006885","GO:0006885","regulation of pH","7/4298","35/17744",0.2,0.825686365751512,-0.583604375288839,0.778422565940537,1,0.866977271519424,"ca2/cxcl12a/cxcr4b/slc4a2b/atp6v0d1/slc9a7/dmxl2",7
"GO:0051607","GO:0051607","defense response to virus","16/4298","76/17744",0.210526315789474,0.869143542896329,-0.646336135123245,0.77971967714679,1,0.866977271519424,"nedd8/mxd/vamp8/prf1.6/ifnphi1/rnf185/ch25h/agbl5/prmt7/crfb1/crp7/crp6/tlr8b/rela/ripk2/ilf3b",16
"GO:0048709","GO:0048709","oligodendrocyte differentiation","12/4298","58/17744",0.206896551724138,0.854158309398116,-0.628971627094904,0.779895768912109,1,0.866977271519424,"gpm6bb/grna/pard3ab/grnb/fgf16/sox9b/notch3/abcd1/chd7/il7r/hmgcs1/rraga",12
"GO:0009755","GO:0009755","hormone-mediated signaling pathway","18/4298","85/17744",0.211764705882353,0.87425615197219,-0.656996921398229,0.780919851928445,1,0.866977271519424,"cnot1/nr1d2b/zic2a/kank2/carm1/arnt/crhbp/crabp2b/rarga/rxrab/pknox1.2/zic2b/ctbp1/apc/wwtr1/crabp2a/cyp26b1/rxrba",18
"GO:0002098","GO:0002098","tRNA wobble uridine modification","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"kti12/elp5/urm1",3
"GO:0006623","GO:0006623","protein targeting to vacuole","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"lamp2/m6pr/hspa8",3
"GO:0009743","GO:0009743","response to carbohydrate","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"pck1/hif1ab/cyp7a1",3
"GO:0009746","GO:0009746","response to hexose","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"pck1/hif1ab/cyp7a1",3
"GO:0009749","GO:0009749","response to glucose","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"pck1/hif1ab/cyp7a1",3
"GO:0015919","GO:0015919","peroxisomal membrane transport","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"pex6/abcd1/abcd3a",3
"GO:0021984","GO:0021984","adenohypophysis development","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"gli2b/gli2a/disp1",3
"GO:0033344","GO:0033344","cholesterol efflux","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"zgc:162608/abca1a/npc2.1",3
"GO:0034284","GO:0034284","response to monosaccharide","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"pck1/hif1ab/cyp7a1",3
"GO:0034508","GO:0034508","centromere complex assembly","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"cenpp/dlgap5/cenpx",3
"GO:0035336","GO:0035336","long-chain fatty-acyl-CoA metabolic process","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"elovl6/si:dkey-97m3.1/elovl1a",3
"GO:0043574","GO:0043574","peroxisomal transport","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"pex6/abcd1/abcd3a",3
"GO:0045471","GO:0045471","response to ethanol","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"foxp2/fgfr1a/entpd1",3
"GO:0046461","GO:0046461","neutral lipid catabolic process","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"lipg/lpla/daglb",3
"GO:0046464","GO:0046464","acylglycerol catabolic process","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"lipg/lpla/daglb",3
"GO:0048742","GO:0048742","regulation of skeletal muscle fiber development","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"myog/carm1/sgcd",3
"GO:1901658","GO:1901658","glycosyl compound catabolic process","3/4298","16/17744",0.1875,0.774080967892043,-0.511132053717355,0.782901715764761,1,0.866977271519424,"fuca1.1/fuca2/cdaa",3
"GO:0006497","GO:0006497","protein lipidation","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"rabl3/nmt1a/selenok/zdhhc21",4
"GO:0007099","GO:0007099","centriole replication","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"plk4/cetn4/mdm1/alms1",4
"GO:0019217","GO:0019217","regulation of fatty acid metabolic process","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"pdk3a/tysnd1/pdk3b/etfa",4
"GO:0031644","GO:0031644","regulation of nervous system process","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"atpsckmt/pcdh19/mtor/abcd1",4
"GO:0032412","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"clic2/ap1b1/klhl24a/nudt9",4
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"zgc:153911/cd276/il15/si:dkey-192g7.3",4
"GO:0034331","GO:0034331","cell junction maintenance","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"prnpb/jupa/cbln20/ctnna1",4
"GO:0045739","GO:0045739","positive regulation of DNA repair","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"eya3/wdr48b/ube2nb/actr2b",4
"GO:0046058","GO:0046058","cAMP metabolic process","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"adcy8/adcy3a/pde8a/adcy9",4
"GO:0046068","GO:0046068","cGMP metabolic process","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"npr1b/pde9aa/nppc/npr2",4
"GO:0048489","GO:0048489","synaptic vesicle transport","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"mxd/tmem230a/pdzd11/snapin",4
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"zgc:153911/cd276/il15/si:dkey-192g7.3",4
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"zgc:153911/cd276/il15/si:dkey-192g7.3",4
"GO:0099518","GO:0099518","vesicle cytoskeletal trafficking","4/4298","21/17744",0.19047619047619,0.786367967382393,-0.553805901837283,0.78569394114235,1,0.866977271519424,"kif23/bicdl2/bicdl2l/trak2",4
"GO:0001574","GO:0001574","ganglioside biosynthetic process","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"st3gal8/st6galnac3",2
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"il15l/si:ch211-196f2.6",2
"GO:0002791","GO:0002791","regulation of peptide secretion","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"uqcc2/crhbp",2
"GO:0006670","GO:0006670","sphingosine metabolic process","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"sptlc3/acer2",2
"GO:0015936","GO:0015936","coenzyme A metabolic process","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"coasy/hmgcra",2
"GO:0016601","GO:0016601","Rac protein signal transduction","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"robo4/arhgap17a",2
"GO:0018216","GO:0018216","peptidyl-arginine methylation","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"carm1/prmt7",2
"GO:0018345","GO:0018345","protein palmitoylation","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"selenok/zdhhc21",2
"GO:0031033","GO:0031033","myosin filament organization","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"hspb9l/smyd1a",2
"GO:0033209","GO:0033209","tumor necrosis factor-mediated signaling pathway","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"commd7/spata2",2
"GO:0033280","GO:0033280","response to vitamin D","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"kank2/cxcl8a",2
"GO:0034643","GO:0034643","establishment of mitochondrion localization, microtubule-mediated","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"rhot2/trak2",2
"GO:0035338","GO:0035338","long-chain fatty-acyl-CoA biosynthetic process","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"elovl6/elovl1a",2
"GO:0035794","GO:0035794","positive regulation of mitochondrial membrane permeability","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"rhot2/slc25a5",2
"GO:0047497","GO:0047497","mitochondrion transport along microtubule","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"rhot2/trak2",2
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"clic2/aplnrb",2
"GO:0051654","GO:0051654","establishment of mitochondrion localization","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"rhot2/trak2",2
"GO:0060217","GO:0060217","hemangioblast cell differentiation","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"snrkb/lpar1",2
"GO:0090087","GO:0090087","regulation of peptide transport","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"uqcc2/crhbp",2
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"uqcc2/crhbp",2
"GO:0097345","GO:0097345","mitochondrial outer membrane permeabilization","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"rhot2/slc25a5",2
"GO:0140354","GO:0140354","lipid import into cell","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"stra6/slc27a1b",2
"GO:1902110","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"rhot2/slc25a5",2
"GO:1902686","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"rhot2/slc25a5",2
"GO:1905710","GO:1905710","positive regulation of membrane permeability","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"rhot2/slc25a5",2
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"sirt2/cdh2",2
"GO:2000785","GO:2000785","regulation of autophagosome assembly","2/4298","11/17744",0.181818181818182,0.750623968865011,-0.467746043581423,0.786427310885868,1,0.866977271519424,"phf23b/rab3gap1",2
"GO:0051259","GO:0051259","protein complex oligomerization","24/4298","112/17744",0.214285714285714,0.884663963305192,-0.692266673619354,0.78701140065814,1,0.866977271519424,"nudt21/atl3/gnmt/tnfa/kctd9b/pkd2/kctd5a/tp73/smn1/cpsf6/kctd9a/kctd2/tp53/prnpb/atp5if1b/tp63/crtc3/kctd12.2/atl2/atp5if1a/aldh9a1a.1/hscb/trpm6/shkbp1",24
"GO:0006638","GO:0006638","neutral lipid metabolic process","8/4298","40/17744",0.2,0.825686365751512,-0.623987415744324,0.787315658274892,1,0.866977271519424,"agpat9l/pck1/slc7a3a/sbds/lipg/cnep1r1/lpla/daglb",8
"GO:0015804","GO:0015804","neutral amino acid transport","8/4298","40/17744",0.2,0.825686365751512,-0.623987415744324,0.787315658274892,1,0.866977271519424,"slc1a4/slc7a10a/sfxn1/slc3a2b/slc7a6/slc43a2b/slc6a15/slc7a5",8
"GO:0030865","GO:0030865","cortical cytoskeleton organization","8/4298","40/17744",0.2,0.825686365751512,-0.623987415744324,0.787315658274892,1,0.866977271519424,"rhobtb4/rhogd/rab13/rac2/rab25a/anln/nckap1l/iqgap3",8
"GO:0055013","GO:0055013","cardiac muscle cell development","8/4298","40/17744",0.2,0.825686365751512,-0.623987415744324,0.787315658274892,1,0.866977271519424,"gsk3ab/tpm4a/erbb2/mat2aa/pbx4/ilk/tln1/itgb1b",8
"GO:0120254","GO:0120254","olefinic compound metabolic process","8/4298","40/17744",0.2,0.825686365751512,-0.623987415744324,0.787315658274892,1,0.866977271519424,"ptgs2a/ptgs2b/rdh10b/dhrs9/bco2l/bco2b/alox12/daglb",8
"GO:1901880","GO:1901880","negative regulation of protein depolymerization","8/4298","40/17744",0.2,0.825686365751512,-0.623987415744324,0.787315658274892,1,0.866977271519424,"gsnb/sptbn2/capza1b/apc/capgb/capzb/scinla/sptbn1",8
"GO:0015850","GO:0015850","organic hydroxy compound transport","15/4298","72/17744",0.208333333333333,0.860089964324492,-0.672546694482799,0.788741814089309,1,0.866977271519424,"aqp3a/npc1/slc51a/stard3nl/stra6/slco2b1/slc6a4a/slc16a1b/zgc:162608/abca1a/abcd1/stab1/npc2.1/rbp4/zgc:63569",15
"GO:0072523","GO:0072523","purine-containing compound catabolic process","17/4298","81/17744",0.209876543209877,0.866461001097266,-0.681033647644754,0.789080916775823,1,0.866977271519424,"pgam1a/dhtkd1/eno1a/pfkpa/eno3/tpi1b/aldob/pde9aa/adpgk2/adpgk/nt5e/insrb/pde8a/pkma/uraha/hk2/hint1",17
"GO:1902115","GO:1902115","regulation of organelle assembly","13/4298","63/17744",0.206349206349206,0.851898631330925,-0.665772899505527,0.789378361326964,1,0.866977271519424,"cnot1/plk4/pan3/phf23b/atp6v1f/mdm1/abcc4/usp8/alms1/entr1/rab3gap1/mcm7/lamb1a",13
"GO:0021879","GO:0021879","forebrain neuron differentiation","5/4298","26/17744",0.192307692307692,0.793929197837993,-0.594491932390316,0.790951567769548,1,0.866977271519424,"robo2/lef1/nr4a2b/dkk1b/auts2a",5
"GO:0048857","GO:0048857","neural nucleus development","5/4298","26/17744",0.192307692307692,0.793929197837993,-0.594491932390316,0.790951567769548,1,0.866977271519424,"pals1a/mafba/cxcl12a/cxcr4b/prickle1b",5
"GO:0051153","GO:0051153","regulation of striated muscle cell differentiation","5/4298","26/17744",0.192307692307692,0.793929197837993,-0.594491932390316,0.790951567769548,1,0.866977271519424,"mapk14a/prdm1a/myog/carm1/sgcd",5
"GO:2000242","GO:2000242","negative regulation of reproductive process","5/4298","26/17744",0.192307692307692,0.793929197837993,-0.594491932390316,0.790951567769548,1,0.866977271519424,"sycp1/trip13/ttk/dchs1b/stk35",5
"GO:0009913","GO:0009913","epidermal cell differentiation","21/4298","99/17744",0.212121212121212,0.875727963675846,-0.701019920249077,0.791585278050113,1,0.866977271519424,"lrp5/capn12/svep1/cdh2/ap1b1/stat3/socs3a/atp1b2b/pho/si:dkey-222f2.1/myo6a/lhfpl5b/cops5/kremen1/atp6v0d1/cldn3c/mif/gpr156/tmem132e/mvda/trrap",21
"GO:0048878","GO:0048878","chemical homeostasis","81/4298","360/17744",0.225,0.928897161470451,-0.770572508707706,0.796613497706006,1,0.866977271519424,"slc39a13/tlcd1/tm9sf4/atp1a1a.1/si:dkey-28b4.8/cbwd/enpp1/wwox/fth1b/micu2/clic2/pck1/pkd2/bloc1s1/ca2/fth1a/psmd10/mcur1/npc1/zgc:56095/mtch2/iscub/atp2a2a/xpr1b/atp13a1/lipg/fthl27/ccdc115/atp1b2b/aplnrb/slc34a2b/edn1/has2/cxcl12a/plcg1/calb2a/cxcr4b/notch2/rpl11/cav2/akr1a1b/slc4a2b/htt/entpd5a/cyb561a3a/scgn/stim1b/slc39a6/cyp7a1/atp6v0d1/tmco1/zgc:162608/edn2/ryr3/insrb/itpr1b/ibtk/wfs1b/lamtor1/stab1/slc9a7/wnk1a/cisd1/lpla/dmxl2/fthl31/rgn/elmo1/smdt1b/tlcd3a/selenok/tfr1a/hk2/wnt5b/zgc:153039/slc39a7/tmem203/aspscr1/zgc:112271/fis1/park7",81
"GO:0006289","GO:0006289","nucleotide-excision repair","6/4298","31/17744",0.193548387096774,0.799051321695012,-0.633096799532542,0.797242699525026,1,0.866977271519424,"rpa3/gtf2h4/rpa2/polr2i/gtf2h5/gtf2h3",6
"GO:0051147","GO:0051147","regulation of muscle cell differentiation","6/4298","31/17744",0.193548387096774,0.799051321695012,-0.633096799532542,0.797242699525026,1,0.866977271519424,"mapk14a/prdm1a/myog/carm1/rbpms2a/sgcd",6
"GO:0070286","GO:0070286","axonemal dynein complex assembly","6/4298","31/17744",0.193548387096774,0.799051321695012,-0.633096799532542,0.797242699525026,1,0.866977271519424,"ruvbl1/spag1a/dnal1/pih1d1/pierce1/ccdc40",6
"GO:0031399","GO:0031399","regulation of protein modification process","20/4298","95/17744",0.210526315789474,0.869143542896329,-0.723014633346139,0.79873698705853,1,0.866977271519424,"ptpra/dip2ba/rtraf/sirt2/ndfip1/xiap/bag5/pef1/fynb/ndfip2/phf23b/socs1a/ube2d1b/rabl3/mad2l2/prnpb/ccny/tpx2/cdc20/svbp",20
"GO:0006869","GO:0006869","lipid transport","54/4298","244/17744",0.221311475409836,0.913669339151264,-0.767699278775153,0.799351129524501,1,0.866977271519424,"osbp/apol1/prelid3b/sigmar1/osbpl7/triap1/npc1/fabp4a/slco3a1a/apold1a/fabp3/tmem30aa/crabp2b/esyt2a/stard14/osbpl3a/fabp7b/esyt1a/crabp1b/mfsd2ab/atg9a/slc51a/stard3nl/stra6/cptp/slco2b1/apodb/si:ch211-71m22.1/abcc4/apoda.1/spns2/atp10a/ano6/atp8b5a/osbpl6/zgc:162608/apol/crabp2a/abca5/abca1a/abcd1/osbpl11/stab1/abca1b/dlc1/npc2.1/rbp7a/abca3b/rbp4/cert1b/fabp1b.2/abcd3a/slc27a1b/osbpl1a",54
"GO:0030834","GO:0030834","regulation of actin filament depolymerization","7/4298","36/17744",0.194444444444444,0.802750633369526,-0.669780176365043,0.803935206549868,1,0.866977271519424,"gsnb/sptbn2/capza1b/capgb/capzb/scinla/sptbn1",7
"GO:0030835","GO:0030835","negative regulation of actin filament depolymerization","7/4298","36/17744",0.194444444444444,0.802750633369526,-0.669780176365043,0.803935206549868,1,0.866977271519424,"gsnb/sptbn2/capza1b/capgb/capzb/scinla/sptbn1",7
"GO:0051693","GO:0051693","actin filament capping","7/4298","36/17744",0.194444444444444,0.802750633369526,-0.669780176365043,0.803935206549868,1,0.866977271519424,"gsnb/sptbn2/capza1b/capgb/capzb/scinla/sptbn1",7
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","7/4298","36/17744",0.194444444444444,0.802750633369526,-0.669780176365043,0.803935206549868,1,0.866977271519424,"wdr91/phlda3/socs1a/insrb/ddr2a/pdgfrb/ddr2l",7
"GO:0097035","GO:0097035","regulation of membrane lipid distribution","7/4298","36/17744",0.194444444444444,0.802750633369526,-0.669780176365043,0.803935206549868,1,0.866977271519424,"tlcd1/triap1/tmem30aa/mfsd2ab/si:ch211-71m22.1/atp10a/ano6",7
"GO:0009308","GO:0009308","amine metabolic process","10/4298","50/17744",0.2,0.825686365751512,-0.697836251538492,0.803942800327761,1,0.866977271519424,"sult1st4/napepld/aoc2/sult1st1/smox/gde1/oaz1a/sult1st7/sult1st9/sat1a.2",10
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","19/4298","91/17744",0.208791208791209,0.861980271938392,-0.74628168138306,0.806166593439111,1,0.866977271519424,"pgam1a/slc25a55b/dhtkd1/slc25a22a/eno1a/nnt/idh1/pfkpa/eno3/tpi1b/aldob/rpia/adpgk2/adpgk/insrb/pkma/hk2/slc25a12/mdh1ab",19
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","19/4298","91/17744",0.208791208791209,0.861980271938392,-0.74628168138306,0.806166593439111,1,0.866977271519424,"pgam1a/slc25a55b/dhtkd1/slc25a22a/eno1a/nnt/idh1/pfkpa/eno3/tpi1b/aldob/rpia/adpgk2/adpgk/insrb/pkma/hk2/slc25a12/mdh1ab",19
"GO:0060219","GO:0060219","camera-type eye photoreceptor cell differentiation","8/4298","41/17744",0.195121951219512,0.805547673903915,-0.704744693965759,0.810720547758108,1,0.866977271519424,"sigmar1/mafba/dctn1a/ush2a/gdf6a/cdipt/chd7/sox11a",8
"GO:0043086","GO:0043086","negative regulation of catalytic activity","20/4298","96/17744",0.208333333333333,0.860089964324492,-0.777117903855687,0.813991321293801,1,0.866977271519424,"rtraf/adgrv1/serpine2/mad2l2/lxn/itih3a.2/serpinb1/cpamd8/serpine1/cast/serpinf1/serpinb1l2/timp2b/reck/spink4/serpinb1l1/serpinb1l4/si:ch211-195b11.3/timp4.3/spink2.1",20
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","20/4298","96/17744",0.208333333333333,0.860089964324492,-0.777117903855687,0.813991321293801,1,0.866977271519424,"pgam1a/slc25a55b/dhtkd1/pnpo/slc25a22a/eno1a/nnt/idh1/pfkpa/eno3/tpi1b/aldob/rpia/adpgk2/adpgk/insrb/pkma/hk2/slc25a12/mdh1ab",20
"GO:0046486","GO:0046486","glycerolipid metabolic process","44/4298","202/17744",0.217821782178218,0.899262378541251,-0.81410046384087,0.814355165928671,1,0.866977271519424,"inppl1b/impa1/pcyt1ab/agpat9l/mtmr8/napepld/pck1/lpgat1/mtmr9/pigs/slc7a3a/cept1b/pla2g4aa/hycc1/pip4k2ca/lipg/cnep1r1/plcg1/pigp/itpka/bpnt1/pip5k1ba/dnajc19/dpm1/pgap3/dpm3/sacm1lb/inpp5f/pgap1/pigx/efr3bb/mtmr11/cdipt/ip6k1/gdpd3a/pi4kaa/pigw/pik3c2b/lpla/daglb/si:ch211-229n2.6/rarres3/si:ch211-229n2.7/dpm2",44
"GO:0002027","GO:0002027","regulation of heart rate","4/4298","22/17744",0.181818181818182,0.750623968865011,-0.661698060175546,0.816779978326263,1,0.866977271519424,"atp1a1a.1/adma/adm2a/chd7",4
"GO:0007520","GO:0007520","myoblast fusion","4/4298","22/17744",0.181818181818182,0.750623968865011,-0.661698060175546,0.816779978326263,1,0.866977271519424,"mapk14a/dock5/myog/dock1",4
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","4/4298","22/17744",0.181818181818182,0.750623968865011,-0.661698060175546,0.816779978326263,1,0.866977271519424,"insrb/ddr2a/pdgfrb/ddr2l",4
"GO:0098534","GO:0098534","centriole assembly","4/4298","22/17744",0.181818181818182,0.750623968865011,-0.661698060175546,0.816779978326263,1,0.866977271519424,"plk4/cetn4/mdm1/alms1",4
"GO:0050807","GO:0050807","regulation of synapse organization","9/4298","46/17744",0.195652173913043,0.807736662148219,-0.738182043433506,0.817439166635346,1,0.866977271519424,"dbnla/nop56/robo2/smn1/tncb/si:dkey-40c11.2/cttnbp2/abhd17ab/pdzd11",9
"GO:1901879","GO:1901879","regulation of protein depolymerization","9/4298","46/17744",0.195652173913043,0.807736662148219,-0.738182043433506,0.817439166635346,1,0.866977271519424,"gsnb/sptbn2/capza1b/apc/map1b/capgb/capzb/scinla/sptbn1",9
"GO:0003044","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","3/4298","17/17744",0.176470588235294,0.728546793310158,-0.63307037825371,0.818016846746822,1,0.866977271519424,"agtr1a/edn1/edn2",3
"GO:0008354","GO:0008354","germ cell migration","3/4298","17/17744",0.176470588235294,0.728546793310158,-0.63307037825371,0.818016846746822,1,0.866977271519424,"igf2bp3/cxcl12a/cxcr4b",3
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","3/4298","17/17744",0.176470588235294,0.728546793310158,-0.63307037825371,0.818016846746822,1,0.866977271519424,"parpbp/wdr48b/actr2b",3
